Date,Label,BenchSuite,BenchItem,Engine,Version,Config,Machine,Metric,Avg ,95,5,Min,Max,timestamp
2023-02-05,NIGHTLY_RUN,PolybenchC,seidel-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,omg,x86-64,execution_time,0.223209,0.223209,0.223209,0.223209,0.223209,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,heat-3d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,omg,x86-64,execution_time,0.092611,0.092611,0.092611,0.092611,0.092611,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,cholesky,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,omg,x86-64,execution_time,0.135538,0.135538,0.135538,0.135538,0.135538,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,ludcmp,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,omg,x86-64,execution_time,0.145965,0.145965,0.145965,0.145965,0.145965,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,lu,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,omg,x86-64,execution_time,0.150595,0.150595,0.150595,0.150595,0.150595,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,bicg,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.026273,0.026273,0.026273,0.026273,0.026273,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,mvt,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.02195,0.02195,0.02195,0.02195,0.02195,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,atax,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.02135,0.02135,0.02135,0.02135,0.02135,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gemver,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.028146,0.028146,0.028146,0.028146,0.028146,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,trmm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.130904,0.130904,0.130904,0.130904,0.130904,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,doitgen,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.175856,0.175856,0.175856,0.175856,0.175856,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,syrk,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.228496,0.228496,0.228496,0.228496,0.228496,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,correlation,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.219698,0.219698,0.219698,0.219698,0.219698,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,covariance,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.207558,0.207558,0.207558,0.207558,0.207558,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,symm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.240473,0.240473,0.240473,0.240473,0.240473,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,syr2k,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.300887,0.300887,0.300887,0.300887,0.300887,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gemm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.311885,0.311885,0.311885,0.311885,0.311885,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gramschmidt,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.384893,0.384893,0.384893,0.384893,0.384893,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,2mm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.42587,0.42587,0.42587,0.42587,0.42587,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,nussinov,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.557731,0.557731,0.557731,0.557731,0.557731,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,adi,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.733034,0.733034,0.733034,0.733034,0.733034,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,3mm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.709546,0.709546,0.709546,0.709546,0.709546,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,fdtd-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.681183,0.681183,0.681183,0.681183,0.681183,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,jacobi-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.761329,0.761329,0.761329,0.761329,0.761329,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,seidel-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,0.974396,0.974396,0.974396,0.974396,0.974396,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,heat-3d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,1.132789,1.132789,1.132789,1.132789,1.132789,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,cholesky,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,2.467216,2.467216,2.467216,2.467216,2.467216,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,ludcmp,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,2.722934,2.722934,2.722934,2.722934,2.722934,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,lu,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,int,x86-64,execution_time,2.886361,2.886361,2.886361,2.886361,2.886361,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,bicg,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.016059,0.016059,0.016059,0.016059,0.016059,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,mvt,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.016612,0.016612,0.016612,0.016612,0.016612,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,atax,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.016708,0.016708,0.016708,0.016708,0.016708,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gemver,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.017493,0.017493,0.017493,0.017493,0.017493,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,trmm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.030762,0.030762,0.030762,0.030762,0.030762,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,doitgen,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.034818,0.034818,0.034818,0.034818,0.034818,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,syrk,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.040221,0.040221,0.040221,0.040221,0.040221,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,correlation,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.039041,0.039041,0.039041,0.039041,0.039041,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,covariance,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.040794,0.040794,0.040794,0.040794,0.040794,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,symm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.047573,0.047573,0.047573,0.047573,0.047573,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,syr2k,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.059342,0.059342,0.059342,0.059342,0.059342,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gemm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.053646,0.053646,0.053646,0.053646,0.053646,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,gramschmidt,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.055239,0.055239,0.055239,0.055239,0.055239,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,2mm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.069881,0.069881,0.069881,0.069881,0.069881,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,nussinov,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.140433,0.140433,0.140433,0.140433,0.140433,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,adi,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.114169,0.114169,0.114169,0.114169,0.114169,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,3mm,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.109001,0.109001,0.109001,0.109001,0.109001,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,fdtd-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.088208,0.088208,0.088208,0.088208,0.088208,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,jacobi-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.118999,0.118999,0.118999,0.118999,0.118999,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,seidel-2d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.200306,0.200306,0.200306,0.200306,0.200306,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,heat-3d,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.17339,0.17339,0.17339,0.17339,0.17339,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,cholesky,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.291013,0.291013,0.291013,0.291013,0.291013,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,ludcmp,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.314235,0.314235,0.314235,0.314235,0.314235,2023-04-13 10:46:02.047156-04
2023-02-05,NIGHTLY_RUN,PolybenchC,lu,jsc,76babbc4cdb34fa3e128164cca20dcba817a2058,bbq,x86-64,execution_time,0.326018,0.326018,0.326018,0.326018,0.326018,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,bicg,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.033568,0.033568,0.033568,0.033568,0.033568,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,mvt,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.033748,0.033748,0.033748,0.033748,0.033748,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,atax,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.032188,0.032188,0.032188,0.032188,0.032188,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gemver,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.033155,0.033155,0.033155,0.033155,0.033155,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,trmm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.038588,0.038588,0.038588,0.038588,0.038588,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,doitgen,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.041423,0.041423,0.041423,0.041423,0.041423,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,syrk,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.041873,0.041873,0.041873,0.041873,0.041873,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,correlation,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.046828,0.046828,0.046828,0.046828,0.046828,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,covariance,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.043146,0.043146,0.043146,0.043146,0.043146,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,symm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.047461,0.047461,0.047461,0.047461,0.047461,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,syr2k,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.048618,0.048618,0.048618,0.048618,0.048618,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gemm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.047037,0.047037,0.047037,0.047037,0.047037,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gramschmidt,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.051333,0.051333,0.051333,0.051333,0.051333,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,2mm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.05541,0.05541,0.05541,0.05541,0.05541,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,nussinov,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.057205,0.057205,0.057205,0.057205,0.057205,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,adi,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.102706,0.102706,0.102706,0.102706,0.102706,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,3mm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.071158,0.071158,0.071158,0.071158,0.071158,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,fdtd-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.064264,0.064264,0.064264,0.064264,0.064264,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,jacobi-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.068052,0.068052,0.068052,0.068052,0.068052,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,seidel-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.222834,0.222834,0.222834,0.222834,0.222834,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,heat-3d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.092936,0.092936,0.092936,0.092936,0.092936,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,cholesky,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.134147,0.134147,0.134147,0.134147,0.134147,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,ludcmp,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.14653,0.14653,0.14653,0.14653,0.14653,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,lu,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,omg,x86-64,execution_time,0.152902,0.152902,0.152902,0.152902,0.152902,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,bicg,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.01996,0.01996,0.01996,0.01996,0.01996,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,mvt,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.021725,0.021725,0.021725,0.021725,0.021725,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,atax,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.022084,0.022084,0.022084,0.022084,0.022084,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gemver,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.027871,0.027871,0.027871,0.027871,0.027871,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,trmm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.131742,0.131742,0.131742,0.131742,0.131742,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,doitgen,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.190947,0.190947,0.190947,0.190947,0.190947,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,syrk,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.236848,0.236848,0.236848,0.236848,0.236848,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,correlation,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.241514,0.241514,0.241514,0.241514,0.241514,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,covariance,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.207714,0.207714,0.207714,0.207714,0.207714,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,symm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.239188,0.239188,0.239188,0.239188,0.239188,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,syr2k,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.297342,0.297342,0.297342,0.297342,0.297342,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gemm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.310392,0.310392,0.310392,0.310392,0.310392,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,gramschmidt,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.386604,0.386604,0.386604,0.386604,0.386604,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,2mm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.45215,0.45215,0.45215,0.45215,0.45215,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,nussinov,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.555453,0.555453,0.555453,0.555453,0.555453,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,adi,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.739217,0.739217,0.739217,0.739217,0.739217,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,3mm,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.776804,0.776804,0.776804,0.776804,0.776804,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,fdtd-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.676609,0.676609,0.676609,0.676609,0.676609,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,jacobi-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.778849,0.778849,0.778849,0.778849,0.778849,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,seidel-2d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,0.970474,0.970474,0.970474,0.970474,0.970474,2023-04-13 10:46:02.047156-04
2023-01-05,NIGHTLY_RUN,PolybenchC,heat-3d,jsc,866813ec2e4eb4f8646237cccfe1ad3ad76f46e1,int,x86-64,execution_time,1.134056,1.134056,1.134056,1.134056,1.134056,2023-04-13 10:46:02.047156-04
