Date,Engine,Operation,Value
2022-04-02,wasm,bicg,0.009568797071992277
2022-04-03,wasm,bicg,0.009605371124112935
2022-04-04,wasm,bicg,0.0096248788338231
2022-04-05,wasm,bicg,0.009671299853747786
2022-04-06,wasm,bicg,0.009700132960315586
2022-04-07,wasm,bicg,0.009714186766037759
2022-04-08,wasm,bicg,0.009760460952930752
2022-04-09,wasm,bicg,0.009771790246221006
2022-04-10,wasm,bicg,0.009792717774892015
2022-04-11,wasm,bicg,0.00984075164511063
2022-04-12,wasm,bicg,0.009885947090588343
2022-04-13,wasm,bicg,0.009933984140007289
2022-04-14,wasm,bicg,0.00995194823230776
2022-04-15,wasm,bicg,0.009977875995598984
2022-04-16,wasm,bicg,0.010014993438001725
2022-04-17,wasm,bicg,0.010051654390707378
2022-04-18,wasm,bicg,0.01009741498330074
2022-04-19,wasm,bicg,0.010121159599852481
2022-04-20,wasm,bicg,0.010143835588909153
2022-04-21,wasm,bicg,0.010162941964477454
2022-04-22,wasm,bicg,0.010167919437788967
2022-04-23,wasm,bicg,0.010193609194812417
2022-04-24,wasm,bicg,0.010243023247218298
2022-04-25,wasm,bicg,0.010245490921648634
2022-04-26,wasm,bicg,0.010270054357098017
2022-04-27,wasm,bicg,0.010292044915723957
2022-04-28,wasm,bicg,0.010296156489143192
2022-04-29,wasm,bicg,0.010336119807584183
2022-04-30,wasm,bicg,0.010346515739552652
2022-05-01,wasm,bicg,0.010359837395547848
2022-05-02,wasm,bicg,0.010364138900906135
2022-05-03,wasm,bicg,0.010372234777906187
2022-05-04,wasm,bicg,0.010371911739192394
2022-05-05,wasm,bicg,0.010418434077081457
2022-05-06,wasm,bicg,0.01045404958780317
2022-05-07,wasm,bicg,0.010475503020867133
2022-05-08,wasm,bicg,0.010500986895874843
2022-05-09,wasm,bicg,0.010506836570277045
2022-05-10,wasm,bicg,0.010536618770007106
2022-05-11,wasm,bicg,0.010538824525486452
2022-05-12,wasm,bicg,0.010563709743120256
2022-05-13,wasm,bicg,0.010572334215975086
2022-05-14,wasm,bicg,0.010613764846007552
2022-05-15,wasm,bicg,0.010646298825438886
2022-05-16,wasm,bicg,0.010672198869597657
2022-05-17,wasm,bicg,0.010705782970918764
2022-05-18,wasm,bicg,0.010731656324478988
2022-05-19,wasm,bicg,0.01076051492526541
2022-05-20,wasm,bicg,0.010787015680353732
2022-05-21,wasm,bicg,0.01078892067133754
2022-05-22,wasm,bicg,0.01080384059953872
2022-05-23,wasm,bicg,0.010831062047803697
2022-05-24,wasm,bicg,0.010874325650879361
2022-05-25,wasm,bicg,0.010906252235031746
2022-05-26,wasm,bicg,0.010946100137207015
2022-05-27,wasm,bicg,0.010983060014093587
2022-05-28,wasm,bicg,0.010983495631642316
2022-05-29,wasm,bicg,0.011011960208015694
2022-05-30,wasm,bicg,0.011026642488742742
2022-05-31,wasm,bicg,0.011039854073951576
2022-06-01,wasm,bicg,0.011068591322183179
2022-06-02,wasm,bicg,0.011111865616621785
2022-06-03,wasm,bicg,0.011134255016458039
2022-06-04,wasm,bicg,0.011165714516567827
2022-06-05,wasm,bicg,0.011179262198848154
2022-06-06,wasm,bicg,0.011199685123029383
2022-06-07,wasm,bicg,0.011223300896675472
2022-06-08,wasm,bicg,0.011257389121453161
2022-06-09,wasm,bicg,0.011282515652415497
2022-06-10,wasm,bicg,0.011321659375813083
2022-06-11,wasm,bicg,0.011327912727960292
2022-06-12,wasm,bicg,0.011336104839840407
2022-06-13,wasm,bicg,0.011345379768955029
2022-06-14,wasm,bicg,0.011387301130966402
2022-06-15,wasm,bicg,0.011398992672728574
2022-06-16,wasm,bicg,0.011421080479240125
2022-06-17,wasm,bicg,0.011440762350996076
2022-06-18,wasm,bicg,0.011461547349016318
2022-06-19,wasm,bicg,0.011462275309880077
2022-06-20,wasm,bicg,0.011487304149675982
2022-06-21,wasm,bicg,0.011520784605780938
2022-06-22,wasm,bicg,0.011521448830217024
2022-06-23,wasm,bicg,0.01153131996915448
2022-06-24,wasm,bicg,0.011569494915410884
2022-06-25,wasm,bicg,0.011600502537050358
2022-06-26,wasm,bicg,0.011622621677543767
2022-06-27,wasm,bicg,0.011657179842946036
2022-06-28,wasm,bicg,0.011668288723102221
2022-06-29,wasm,bicg,0.011695399073110008
2022-06-30,wasm,bicg,0.01170357351785959
2022-07-01,wasm,bicg,0.011704674993168199
2022-07-02,wasm,bicg,0.011725813672895987
2022-07-03,wasm,bicg,0.011731369416010053
2022-07-04,wasm,bicg,0.011778322688342639
2022-07-05,wasm,bicg,0.011825860068568948
2022-07-06,wasm,bicg,0.011825296289666418
2022-07-07,wasm,bicg,0.011824505772505996
2022-07-08,wasm,bicg,0.011823913130545852
2022-07-09,wasm,bicg,0.011823592611343662
2022-07-10,wasm,bicg,0.01182324995542339
2022-07-11,wasm,bicg,0.01182277083242165
2022-07-12,wasm,bicg,0.01182217575908248
2022-07-13,wasm,bicg,0.011821512392556835
2022-07-14,wasm,bicg,0.0118206092655804
2022-07-15,wasm,bicg,0.011820386992189229
2022-07-16,wasm,bicg,0.011819628446200254
2022-07-17,wasm,bicg,0.011819539390726263
2022-07-18,wasm,bicg,0.011818958785212788
2022-07-19,wasm,bicg,0.011818304571151437
2022-07-20,wasm,bicg,0.011818287161283131
2022-07-21,wasm,bicg,0.011817481234366165
2022-07-22,wasm,bicg,0.01181683690096747
2022-07-23,wasm,bicg,0.01181628321366555
2022-07-24,wasm,bicg,0.011816106344216287
2022-07-25,wasm,bicg,0.011815440853584496
2022-07-26,wasm,bicg,0.011814604571086443
2022-07-27,wasm,bicg,0.011814041838384302
2022-07-28,wasm,bicg,0.011813472680402635
2022-07-29,wasm,bicg,0.01181324709885982
2022-07-30,wasm,bicg,0.011813198565234948
2022-07-31,wasm,bicg,0.011812881170039384
2022-08-01,wasm,bicg,0.011812714018695608
2022-08-02,wasm,bicg,0.011811816249968733
2022-08-03,wasm,bicg,0.011811152951662254
2022-08-04,wasm,bicg,0.011810363635215567
2022-08-05,wasm,bicg,0.0118100989337544
2022-08-06,wasm,bicg,0.011809806823154289
2022-08-07,wasm,bicg,0.011809295051840763
2022-08-08,wasm,bicg,0.011808706413374916
2022-08-09,wasm,bicg,0.011808512212386576
2022-08-10,wasm,bicg,0.011807547185169081
2022-08-11,wasm,bicg,0.011806721273413995
2022-08-12,wasm,bicg,0.011806194214390033
2022-08-13,wasm,bicg,0.011805280754116219
2022-08-14,wasm,bicg,0.011804855795921136
2022-08-15,wasm,bicg,0.011804084831065419
2022-08-16,wasm,bicg,0.011804067472641552
2022-08-17,wasm,bicg,0.011803644714057152
2022-08-18,wasm,bicg,0.011803195473751703
2022-08-19,wasm,bicg,0.011802799564110563
2022-08-20,wasm,bicg,0.011802714022401467
2022-08-21,wasm,bicg,0.011802592803478718
2022-08-22,wasm,bicg,0.011802166534140604
2022-08-23,wasm,bicg,0.011802014619472197
2022-08-24,wasm,bicg,0.011801626044517946
2022-08-25,wasm,bicg,0.011801618153936001
2022-08-26,wasm,bicg,0.01180115039843017
2022-08-27,wasm,bicg,0.01180102408778942
2022-08-28,wasm,bicg,0.011800350592543822
2022-08-29,wasm,bicg,0.011799955458152524
2022-08-30,wasm,bicg,0.01179939717713826
2022-08-31,wasm,bicg,0.01179909926680524
2022-09-01,wasm,bicg,0.011798336647378106
2022-09-02,wasm,bicg,0.011797551357320071
2022-09-03,wasm,bicg,0.011797339366828552
2022-09-04,wasm,bicg,0.011796575980644661
2022-09-05,wasm,bicg,0.011796475320360903
2022-09-06,wasm,bicg,0.01179554696668293
2022-09-07,wasm,bicg,0.01179499373055609
2022-09-08,wasm,bicg,0.011794974221972548
2022-09-09,wasm,bicg,0.011794348509174967
2022-09-10,wasm,bicg,0.011794296495721798
2022-09-11,wasm,bicg,0.011793510878890533
2022-09-12,wasm,bicg,0.011793102832032151
2022-09-13,wasm,bicg,0.011793060401076383
2022-09-14,wasm,bicg,0.011792217240778237
2022-09-15,wasm,bicg,0.01179163233270335
2022-09-16,wasm,bicg,0.01179124701346996
2022-09-17,wasm,bicg,0.01179089789540191
2022-09-18,wasm,bicg,0.011790288331829778
2022-09-19,wasm,bicg,0.01178982222517908
2022-09-20,wasm,bicg,0.011789720928799211
2022-09-21,wasm,bicg,0.011789473702850994
2022-09-22,wasm,bicg,0.011788853431687023
2022-09-23,wasm,bicg,0.011787986245847573
2022-09-24,wasm,bicg,0.011787022778168166
2022-09-25,wasm,bicg,0.01178643769356618
2022-09-26,wasm,bicg,0.011786282474907818
2022-09-27,wasm,bicg,0.011785448742981777
2022-09-28,wasm,bicg,0.011785311287939493
2022-09-29,wasm,bicg,0.011784920914748396
2022-09-30,wasm,bicg,0.011784916170239131
2022-10-01,wasm,bicg,0.011784287091573581
2022-10-02,wasm,bicg,0.011784171107477518
2022-10-03,wasm,bicg,0.011783816980363876
2022-10-04,wasm,bicg,0.011783129792586292
2022-10-05,wasm,bicg,0.01178288177466549
2022-10-06,wasm,bicg,0.011782587802885228
2022-10-07,wasm,bicg,0.011781882530057153
2022-10-08,wasm,bicg,0.01178106421059826
2022-10-09,wasm,bicg,0.011780987785060702
2022-10-10,wasm,bicg,0.011780536594893264
2022-10-11,wasm,bicg,0.011779652680776112
2022-10-12,wasm,bicg,0.011779291978188562
2022-10-13,wasm,bicg,0.011778947346290088
2022-10-14,wasm,bicg,0.01177841488547473
2022-10-15,wasm,bicg,0.011778098526300428
2022-10-16,wasm,bicg,0.011778021301240239
2022-10-17,wasm,bicg,0.01177785500474032
2022-10-18,wasm,bicg,0.011777750030833237
2022-10-19,wasm,bicg,0.011777222006215022
2022-10-20,wasm,bicg,0.011777128459477055
2022-10-21,wasm,bicg,0.011776167971100255
2022-10-22,wasm,bicg,0.011775953056593843
2022-10-23,wasm,bicg,0.01177509810544939
2022-10-24,wasm,bicg,0.011774732735226374
2022-10-25,wasm,bicg,0.011773966708670045
2022-10-26,wasm,bicg,0.011773782430767245
2022-10-27,wasm,bicg,0.01177308514866262
2022-10-28,wasm,bicg,0.01177276344374041
2022-10-29,wasm,bicg,0.011771786051121735
2022-10-30,wasm,bicg,0.011770822773253038
2022-10-31,wasm,bicg,0.011770418136137925
2022-11-01,wasm,bicg,0.01176945894944885
2022-11-02,wasm,bicg,0.011769248088836151
2022-11-03,wasm,bicg,0.011768566934159614
2022-11-04,wasm,bicg,0.011768045901355412
2022-11-05,wasm,bicg,0.011767244461192676
2022-11-06,wasm,bicg,0.011766764007802731
2022-11-07,wasm,bicg,0.011765998370826735
2022-11-08,wasm,bicg,0.011765197553410158
2022-11-09,wasm,bicg,0.011764420284352848
2022-11-10,wasm,bicg,0.011763886493314904
2022-11-11,wasm,bicg,0.011763315976515455
2022-11-12,wasm,bicg,0.011762656975861657
2022-11-13,wasm,bicg,0.011762389836779515
2022-11-14,wasm,bicg,0.011762254698193163
2022-11-15,wasm,bicg,0.011761496958793851
2022-11-16,wasm,bicg,0.011760548232515678
2022-11-17,wasm,bicg,0.011759744158539896
2022-11-18,wasm,bicg,0.011758999710532576
2022-11-19,wasm,bicg,0.01175873569298906
2022-11-20,wasm,bicg,0.011758419372512407
2022-11-21,wasm,bicg,0.011757916341631612
2022-11-22,wasm,bicg,0.011757717326367692
2022-11-23,wasm,bicg,0.011757628986972555
2022-11-24,wasm,bicg,0.011757364140962701
2022-11-25,wasm,bicg,0.011756549764116093
2022-11-26,wasm,bicg,0.011755981288414437
2022-11-27,wasm,bicg,0.011755605357928883
2022-11-28,wasm,bicg,0.011755298742773902
2022-11-29,wasm,bicg,0.011754925461847747
2022-11-30,wasm,bicg,0.011754854025068982
2022-12-01,wasm,bicg,0.011754643195623665
2022-12-02,wasm,bicg,0.011753947488457586
2022-12-03,wasm,bicg,0.011753851458333752
2022-12-04,wasm,bicg,0.011753144001652222
2022-12-05,wasm,bicg,0.011753060299128882
2022-12-06,wasm,bicg,0.011752725732743325
2022-12-07,wasm,bicg,0.01175229060847576
2022-12-08,wasm,bicg,0.011752214892920564
2022-12-09,wasm,bicg,0.011751268524173466
2022-12-10,wasm,bicg,0.011750893160543157
2022-12-11,wasm,bicg,0.011750169658444772
2022-12-12,wasm,bicg,0.011749648315926916
2022-12-13,wasm,bicg,0.01174952550738006
2022-12-14,wasm,bicg,0.011749111401847067
2022-12-15,wasm,bicg,0.01174857772467883
2022-12-16,wasm,bicg,0.011748123478691516
2022-12-17,wasm,bicg,0.011747907408370306
2022-12-18,wasm,bicg,0.011747599264428378
2022-12-19,wasm,bicg,0.011747099464553698
2022-12-20,wasm,bicg,0.01174694900575816
2022-12-21,wasm,bicg,0.011746688488244903
2022-12-22,wasm,bicg,0.011746322088066311
2022-12-23,wasm,bicg,0.011745439242186882
2022-12-24,wasm,bicg,0.011744893432511413
2022-12-25,wasm,bicg,0.011744474775053169
2022-12-26,wasm,bicg,0.01174357527862703
2022-12-27,wasm,bicg,0.011743152382794499
2022-12-28,wasm,bicg,0.011742400072378834
2022-12-29,wasm,bicg,0.011741835244257098
2022-12-30,wasm,bicg,0.011741464289065667
2022-12-31,wasm,bicg,0.011740738706551348
2022-01-01,sm-base,bicg,0.015182801653032303
2022-01-02,sm-base,bicg,0.015198609746784195
2022-01-03,sm-base,bicg,0.015231940786491493
2022-01-04,sm-base,bicg,0.015236912885835023
2022-01-05,sm-base,bicg,0.01527352383044012
2022-01-06,sm-base,bicg,0.015297820959929978
2022-01-07,sm-base,bicg,0.015296845604295629
2022-01-08,sm-base,bicg,0.015315486995473488
2022-01-09,sm-base,bicg,0.015332289049333042
2022-01-10,sm-base,bicg,0.015331658483109956
2022-01-11,sm-base,bicg,0.015356744051464368
2022-01-12,sm-base,bicg,0.015371389194192293
2022-01-13,sm-base,bicg,0.015379155288497388
2022-01-14,sm-base,bicg,0.0154041453327731
2022-01-15,sm-base,bicg,0.015440626534881138
2022-01-16,sm-base,bicg,0.01547150314293188
2022-01-17,sm-base,bicg,0.015491854187782234
2022-01-18,sm-base,bicg,0.015529505451951274
2022-01-19,sm-base,bicg,0.015539626957300816
2022-01-20,sm-base,bicg,0.015555210362692907
2022-01-21,sm-base,bicg,0.015557478308967808
2022-01-22,sm-base,bicg,0.015563415271512298
2022-01-23,sm-base,bicg,0.015582161946385186
2022-01-24,sm-base,bicg,0.015621869609855375
2022-01-25,sm-base,bicg,0.015640029953847112
2022-01-26,sm-base,bicg,0.01566076907424045
2022-01-27,sm-base,bicg,0.015696959026937997
2022-01-28,sm-base,bicg,0.015698754341323652
2022-01-29,sm-base,bicg,0.015719826407496345
2022-01-30,sm-base,bicg,0.015757711262572843
2022-01-31,sm-base,bicg,0.015779333185091574
2022-02-01,sm-base,bicg,0.015779379733479384
2022-02-02,sm-base,bicg,0.015800113328864794
2022-02-03,sm-base,bicg,0.015801563117491656
2022-02-04,sm-base,bicg,0.015816749307423075
2022-02-05,sm-base,bicg,0.015840815274442904
2022-02-06,sm-base,bicg,0.015840250094914222
2022-02-07,sm-base,bicg,0.015843098441831786
2022-02-08,sm-base,bicg,0.015851785607488792
2022-02-09,sm-base,bicg,0.015867310690962356
2022-02-10,sm-base,bicg,0.015895804275701652
2022-02-11,sm-base,bicg,0.01590966556709122
2022-02-12,sm-base,bicg,0.015934172054742683
2022-02-13,sm-base,bicg,0.015973664877089472
2022-02-14,sm-base,bicg,0.015989650867517784
2022-02-15,sm-base,bicg,0.016011711991604557
2022-02-16,sm-base,bicg,0.016051219215154844
2022-02-17,sm-base,bicg,0.0160706593107739
2022-02-18,sm-base,bicg,0.01610882064537805
2022-02-19,sm-base,bicg,0.016147332970756156
2022-02-20,sm-base,bicg,0.016181778228906398
2022-02-21,sm-base,bicg,0.016219122648919143
2022-02-22,sm-base,bicg,0.01624480136279756
2022-02-23,sm-base,bicg,0.016247322999745305
2022-02-24,sm-base,bicg,0.016282482909885595
2022-02-25,sm-base,bicg,0.016303848825754755
2022-02-26,sm-base,bicg,0.01631562554579955
2022-02-27,sm-base,bicg,0.016316112184048086
2022-02-28,sm-base,bicg,0.0163525606307807
2022-03-01,sm-base,bicg,0.01635164700273783
2022-03-02,sm-base,bicg,0.016362061994472207
2022-03-03,sm-base,bicg,0.01638356243856738
2022-03-04,sm-base,bicg,0.016400072591572435
2022-03-05,sm-base,bicg,0.0163994297008795
2022-03-06,sm-base,bicg,0.016427648223514935
2022-03-07,sm-base,bicg,0.016432157694183703
2022-03-08,sm-base,bicg,0.01646143988661595
2022-03-09,sm-base,bicg,0.016475409923436463
2022-03-10,sm-base,bicg,0.016486745146276523
2022-03-11,sm-base,bicg,0.016517786302592506
2022-03-12,sm-base,bicg,0.016526235101194033
2022-03-13,sm-base,bicg,0.01652794639356521
2022-03-14,sm-base,bicg,0.016533326149504264
2022-03-15,sm-base,bicg,0.016565137781985487
2022-03-16,sm-base,bicg,0.016570840354919406
2022-03-17,sm-base,bicg,0.016575319134973187
2022-03-18,sm-base,bicg,0.01660744197185899
2022-03-19,sm-base,bicg,0.016631674500374102
2022-03-20,sm-base,bicg,0.016668513604137514
2022-03-21,sm-base,bicg,0.016695793139090972
2022-03-22,sm-base,bicg,0.01671471586060359
2022-03-23,sm-base,bicg,0.016752909442441545
2022-03-24,sm-base,bicg,0.016755667732671897
2022-03-25,sm-base,bicg,0.016774154022398704
2022-03-26,sm-base,bicg,0.01680379625709998
2022-03-27,sm-base,bicg,0.01681351486714876
2022-03-28,sm-base,bicg,0.01683147326421744
2022-03-29,sm-base,bicg,0.016855176171896278
2022-03-30,sm-base,bicg,0.016860390339122747
2022-03-31,sm-base,bicg,0.016876021305928482
2022-04-01,sm-base,bicg,0.01690463374693128
2022-04-02,sm-base,bicg,0.016929534021310703
2022-04-03,sm-base,bicg,0.01694807118548186
2022-04-04,sm-base,bicg,0.016987722451378265
2022-04-05,sm-base,bicg,0.016995365446405442
2022-04-06,sm-base,bicg,0.017019799459856755
2022-04-07,sm-base,bicg,0.017057722044220926
2022-04-08,sm-base,bicg,0.01707415987740851
2022-04-09,sm-base,bicg,0.017077695609444114
2022-04-10,sm-base,bicg,0.01710299651869365
2022-04-11,sm-base,bicg,0.017122955539555427
2022-04-12,sm-base,bicg,0.01713191729654268
2022-04-13,sm-base,bicg,0.01716062466260652
2022-04-14,sm-base,bicg,0.017182652738776623
2022-04-15,sm-base,bicg,0.01720550232298198
2022-04-16,sm-base,bicg,0.01724397686348891
2022-04-17,sm-base,bicg,0.017250496496991646
2022-04-18,sm-base,bicg,0.017281415797276285
2022-04-19,sm-base,bicg,0.017320899230515885
2022-04-20,sm-base,bicg,0.01735196747954676
2022-04-21,sm-base,bicg,0.017388346217950386
2022-04-22,sm-base,bicg,0.01739188331056279
2022-04-23,sm-base,bicg,0.01741714332753071
2022-04-24,sm-base,bicg,0.017428536892040554
2022-04-25,sm-base,bicg,0.017434701097115046
2022-04-26,sm-base,bicg,0.017451028600273626
2022-04-27,sm-base,bicg,0.017453169608965077
2022-04-28,sm-base,bicg,0.017470367426522297
2022-04-29,sm-base,bicg,0.01747961249681436
2022-04-30,sm-base,bicg,0.017498366035982923
2022-05-01,sm-base,bicg,0.017517738526289447
2022-05-02,sm-base,bicg,0.017535280457129637
2022-05-03,sm-base,bicg,0.01756476778618495
2022-05-04,sm-base,bicg,0.017585084411109494
2022-05-05,sm-base,bicg,0.01759664121812861
2022-05-06,sm-base,bicg,0.017635481333527325
2022-05-07,sm-base,bicg,0.0176670185026469
2022-05-08,sm-base,bicg,0.017690301517530538
2022-05-09,sm-base,bicg,0.017726333111512952
2022-05-10,sm-base,bicg,0.017733522787628592
2022-05-11,sm-base,bicg,0.01775629482671762
2022-05-12,sm-base,bicg,0.017795376999927406
2022-05-13,sm-base,bicg,0.017822944080796998
2022-05-14,sm-base,bicg,0.01784751291510995
2022-05-15,sm-base,bicg,0.0178868374366945
2022-05-16,sm-base,bicg,0.017910688561688988
2022-05-17,sm-base,bicg,0.01795009244078156
2022-05-18,sm-base,bicg,0.017978287996849904
2022-05-19,sm-base,bicg,0.017984394467413962
2022-05-20,sm-base,bicg,0.018007560619662175
2022-05-21,sm-base,bicg,0.018011139900845685
2022-05-22,sm-base,bicg,0.01802229180096751
2022-05-23,sm-base,bicg,0.018026595395595053
2022-05-24,sm-base,bicg,0.01806089457247254
2022-05-25,sm-base,bicg,0.018084825684788353
2022-05-26,sm-base,bicg,0.018117749930681538
2022-05-27,sm-base,bicg,0.01813341583770901
2022-05-28,sm-base,bicg,0.018171547256662927
2022-05-29,sm-base,bicg,0.018183403910233077
2022-05-30,sm-base,bicg,0.018217790691867637
2022-05-31,sm-base,bicg,0.0182419807935284
2022-06-01,sm-base,bicg,0.01828004597873074
2022-06-02,sm-base,bicg,0.018293465653277753
2022-06-03,sm-base,bicg,0.018308874256206156
2022-06-04,sm-base,bicg,0.018340149371463135
2022-06-05,sm-base,bicg,0.018351243694431526
2022-06-06,sm-base,bicg,0.018356791530929922
2022-06-07,sm-base,bicg,0.01838467967917138
2022-06-08,sm-base,bicg,0.018385923166657773
2022-06-09,sm-base,bicg,0.01838595050318594
2022-06-10,sm-base,bicg,0.01839880156640757
2022-06-11,sm-base,bicg,0.01842456192021218
2022-06-12,sm-base,bicg,0.018464377562224406
2022-06-13,sm-base,bicg,0.018501191234748634
2022-06-14,sm-base,bicg,0.01851960688936997
2022-06-15,sm-base,bicg,0.018539436546366198
2022-06-16,sm-base,bicg,0.018561623088307957
2022-06-17,sm-base,bicg,0.018577511433974
2022-06-18,sm-base,bicg,0.018596889435763587
2022-06-19,sm-base,bicg,0.018615547763613457
2022-06-20,sm-base,bicg,0.018619126719279098
2022-06-21,sm-base,bicg,0.018651021391835502
2022-06-22,sm-base,bicg,0.018656922293218296
2022-06-23,sm-base,bicg,0.018681927601353253
2022-06-24,sm-base,bicg,0.018718348296257317
2022-06-25,sm-base,bicg,0.018720623333169675
2022-06-26,sm-base,bicg,0.018731888352523693
2022-06-27,sm-base,bicg,0.018752717051694564
2022-06-28,sm-base,bicg,0.018789511189847206
2022-06-29,sm-base,bicg,0.018813412186645558
2022-06-30,sm-base,bicg,0.018834535947061935
2022-07-01,sm-base,bicg,0.018859671943142847
2022-07-02,sm-base,bicg,0.018889626270540062
2022-07-03,sm-base,bicg,0.0188943205829851
2022-07-04,sm-base,bicg,0.018923131865851667
2022-07-05,sm-base,bicg,0.018935322080698782
2022-07-06,sm-base,bicg,0.01896095269597662
2022-07-07,sm-base,bicg,0.01897285733330426
2022-07-08,sm-base,bicg,0.019003003955132512
2022-07-09,sm-base,bicg,0.01901480585623499
2022-07-10,sm-base,bicg,0.019030052926921538
2022-07-11,sm-base,bicg,0.019044702461133572
2022-07-12,sm-base,bicg,0.019067102800498024
2022-07-13,sm-base,bicg,0.01908042112315526
2022-07-14,sm-base,bicg,0.019081737922606073
2022-07-15,sm-base,bicg,0.019093055481867578
2022-07-16,sm-base,bicg,0.01910587853550698
2022-07-17,sm-base,bicg,0.019110200696310115
2022-07-18,sm-base,bicg,0.019131085464583284
2022-07-19,sm-base,bicg,0.019147253172979793
2022-07-20,sm-base,bicg,0.019166301762650828
2022-07-21,sm-base,bicg,0.01919451171017084
2022-07-22,sm-base,bicg,0.01922485987745486
2022-07-23,sm-base,bicg,0.019231994109023157
2022-07-24,sm-base,bicg,0.019258311378143208
2022-07-25,sm-base,bicg,0.01927605032150299
2022-07-26,sm-base,bicg,0.01930917721739693
2022-07-27,sm-base,bicg,0.019347010705217157
