Date,Engine,Benchmark,Operation,Value,MetricType,Version
2022-03-26,wasm,PolybenchC,bicg,0.009367966811217992,execution_time,VersionABCD
2022-03-27,wasm,PolybenchC,bicg,0.00939476167536712,execution_time,VersionABCD
2022-03-28,wasm,PolybenchC,bicg,0.009423470623117838,execution_time,VersionABCD
2022-03-29,wasm,PolybenchC,bicg,0.009453271446405119,execution_time,VersionABCD
2022-03-30,wasm,PolybenchC,bicg,0.00950070681554607,execution_time,VersionABCD
2022-03-31,wasm,PolybenchC,bicg,0.009519798763660362,execution_time,VersionABCD
2022-04-01,wasm,PolybenchC,bicg,0.00952212844582737,execution_time,VersionABCD
2022-04-02,wasm,PolybenchC,bicg,0.009568797071992277,execution_time,VersionABCD
2022-04-03,wasm,PolybenchC,bicg,0.009605371124112935,execution_time,VersionABCD
2022-04-04,wasm,PolybenchC,bicg,0.0096248788338231,execution_time,VersionABCD
2022-04-05,wasm,PolybenchC,bicg,0.009671299853747786,execution_time,VersionABCD
2022-04-06,wasm,PolybenchC,bicg,0.009700132960315586,execution_time,VersionABCD
2022-04-07,wasm,PolybenchC,bicg,0.009714186766037759,execution_time,VersionABCD
2022-04-08,wasm,PolybenchC,bicg,0.009760460952930752,execution_time,VersionABCD
2022-04-09,wasm,PolybenchC,bicg,0.009771790246221006,execution_time,VersionABCD
2022-04-10,wasm,PolybenchC,bicg,0.009792717774892015,execution_time,VersionABCD
2022-04-11,wasm,PolybenchC,bicg,0.00984075164511063,execution_time,VersionABCD
2022-04-12,wasm,PolybenchC,bicg,0.009885947090588343,execution_time,VersionABCD
2022-04-13,wasm,PolybenchC,bicg,0.009933984140007289,execution_time,VersionABCD
2022-04-14,wasm,PolybenchC,bicg,0.00995194823230776,execution_time,VersionABCD
2022-04-15,wasm,PolybenchC,bicg,0.009977875995598984,execution_time,VersionABCD
2022-04-16,wasm,PolybenchC,bicg,0.010014993438001725,execution_time,VersionABCD
2022-04-17,wasm,PolybenchC,bicg,0.010051654390707378,execution_time,VersionABCD
2022-04-18,wasm,PolybenchC,bicg,0.01009741498330074,execution_time,VersionABCD
2022-04-19,wasm,PolybenchC,bicg,0.010121159599852481,execution_time,VersionABCD
2022-04-20,wasm,PolybenchC,bicg,0.010143835588909153,execution_time,VersionABCD
2022-04-21,wasm,PolybenchC,bicg,0.010162941964477454,execution_time,VersionABCD
2022-04-22,wasm,PolybenchC,bicg,0.010167919437788967,execution_time,VersionABCD
2022-04-23,wasm,PolybenchC,bicg,0.010193609194812417,execution_time,VersionABCD
2022-04-24,wasm,PolybenchC,bicg,0.010243023247218298,execution_time,VersionABCD
2022-04-25,wasm,PolybenchC,bicg,0.010245490921648634,execution_time,VersionABCD
2022-04-26,wasm,PolybenchC,bicg,0.010270054357098017,execution_time,VersionABCD
2022-04-27,wasm,PolybenchC,bicg,0.010292044915723957,execution_time,VersionABCD
2022-04-28,wasm,PolybenchC,bicg,0.010296156489143192,execution_time,VersionABCD
2022-04-29,wasm,PolybenchC,bicg,0.010336119807584183,execution_time,VersionABCD
2022-04-30,wasm,PolybenchC,bicg,0.010346515739552652,execution_time,VersionABCD
2022-05-01,wasm,PolybenchC,bicg,0.010359837395547848,execution_time,VersionABCD
2022-05-02,wasm,PolybenchC,bicg,0.010364138900906135,execution_time,VersionABCD
2022-05-03,wasm,PolybenchC,bicg,0.010372234777906187,execution_time,VersionABCD
2022-05-04,wasm,PolybenchC,bicg,0.010371911739192394,execution_time,VersionABCD
2022-05-05,wasm,PolybenchC,bicg,0.010418434077081457,execution_time,VersionABCD
2022-05-06,wasm,PolybenchC,bicg,0.01045404958780317,execution_time,VersionABCD
2022-05-07,wasm,PolybenchC,bicg,0.010475503020867133,execution_time,VersionABCD
2022-05-08,wasm,PolybenchC,bicg,0.010500986895874843,execution_time,VersionABCD
2022-05-09,wasm,PolybenchC,bicg,0.010506836570277045,execution_time,VersionABCD
2022-05-10,wasm,PolybenchC,bicg,0.010536618770007106,execution_time,VersionABCD
2022-05-11,wasm,PolybenchC,bicg,0.010538824525486452,execution_time,VersionABCD
2022-05-12,wasm,PolybenchC,bicg,0.010563709743120256,execution_time,VersionABCD
2022-05-13,wasm,PolybenchC,bicg,0.010572334215975086,execution_time,VersionABCD
2022-05-14,wasm,PolybenchC,bicg,0.010613764846007552,execution_time,VersionABCD
2022-05-15,wasm,PolybenchC,bicg,0.010646298825438886,execution_time,VersionABCD
2022-05-16,wasm,PolybenchC,bicg,0.010672198869597657,execution_time,VersionABCD
2022-05-17,wasm,PolybenchC,bicg,0.010705782970918764,execution_time,VersionABCD
2022-05-18,wasm,PolybenchC,bicg,0.010731656324478988,execution_time,VersionABCD
2022-05-19,wasm,PolybenchC,bicg,0.01076051492526541,execution_time,VersionABCD
2022-05-20,wasm,PolybenchC,bicg,0.010787015680353732,execution_time,VersionABCD
2022-05-21,wasm,PolybenchC,bicg,0.01078892067133754,execution_time,VersionABCD
2022-05-22,wasm,PolybenchC,bicg,0.01080384059953872,execution_time,VersionABCD
2022-05-23,wasm,PolybenchC,bicg,0.010831062047803697,execution_time,VersionABCD
2022-05-24,wasm,PolybenchC,bicg,0.010874325650879361,execution_time,VersionABCD
2022-05-25,wasm,PolybenchC,bicg,0.010906252235031746,execution_time,VersionABCD
2022-05-26,wasm,PolybenchC,bicg,0.010946100137207015,execution_time,VersionABCD
2022-05-27,wasm,PolybenchC,bicg,0.010983060014093587,execution_time,VersionABCD
2022-05-28,wasm,PolybenchC,bicg,0.010983495631642316,execution_time,VersionABCD
2022-05-29,wasm,PolybenchC,bicg,0.011011960208015694,execution_time,VersionABCD
2022-05-30,wasm,PolybenchC,bicg,0.011026642488742742,execution_time,VersionABCD
2022-05-31,wasm,PolybenchC,bicg,0.011039854073951576,execution_time,VersionABCD
2022-06-01,wasm,PolybenchC,bicg,0.011068591322183179,execution_time,VersionABCD
2022-06-02,wasm,PolybenchC,bicg,0.011111865616621785,execution_time,VersionABCD
2022-06-03,wasm,PolybenchC,bicg,0.011134255016458039,execution_time,VersionABCD
2022-06-04,wasm,PolybenchC,bicg,0.011165714516567827,execution_time,VersionABCD
2022-06-05,wasm,PolybenchC,bicg,0.011179262198848154,execution_time,VersionABCD
2022-06-06,wasm,PolybenchC,bicg,0.011199685123029383,execution_time,VersionABCD
2022-06-07,wasm,PolybenchC,bicg,0.011223300896675472,execution_time,VersionABCD
2022-06-08,wasm,PolybenchC,bicg,0.011257389121453161,execution_time,VersionABCD
2022-06-09,wasm,PolybenchC,bicg,0.011282515652415497,execution_time,VersionABCD
2022-06-10,wasm,PolybenchC,bicg,0.011321659375813083,execution_time,VersionABCD
2022-06-11,wasm,PolybenchC,bicg,0.011327912727960292,execution_time,VersionABCD
2022-06-12,wasm,PolybenchC,bicg,0.011336104839840407,execution_time,VersionABCD
2022-06-13,wasm,PolybenchC,bicg,0.011345379768955029,execution_time,VersionABCD
2022-06-14,wasm,PolybenchC,bicg,0.011387301130966402,execution_time,VersionABCD
2022-06-15,wasm,PolybenchC,bicg,0.011398992672728574,execution_time,VersionABCD
2022-06-16,wasm,PolybenchC,bicg,0.011421080479240125,execution_time,VersionABCD
2022-06-17,wasm,PolybenchC,bicg,0.011440762350996076,execution_time,VersionABCD
2022-06-18,wasm,PolybenchC,bicg,0.011461547349016318,execution_time,VersionABCD
2022-06-19,wasm,PolybenchC,bicg,0.011462275309880077,execution_time,VersionABCD
2022-06-20,wasm,PolybenchC,bicg,0.011487304149675982,execution_time,VersionABCD
2022-06-21,wasm,PolybenchC,bicg,0.011520784605780938,execution_time,VersionABCD
2022-06-22,wasm,PolybenchC,bicg,0.011521448830217024,execution_time,VersionABCD
2022-06-23,wasm,PolybenchC,bicg,0.01153131996915448,execution_time,VersionABCD
2022-06-24,wasm,PolybenchC,bicg,0.011569494915410884,execution_time,VersionABCD
2022-06-25,wasm,PolybenchC,bicg,0.011600502537050358,execution_time,VersionABCD
2022-06-26,wasm,PolybenchC,bicg,0.011622621677543767,execution_time,VersionABCD
2022-06-27,wasm,PolybenchC,bicg,0.011657179842946036,execution_time,VersionABCD
2022-06-28,wasm,PolybenchC,bicg,0.011668288723102221,execution_time,VersionABCD
2022-06-29,wasm,PolybenchC,bicg,0.011695399073110008,execution_time,VersionABCD
2022-06-30,wasm,PolybenchC,bicg,0.01170357351785959,execution_time,VersionABCD
2022-07-01,wasm,PolybenchC,bicg,0.011704674993168199,execution_time,VersionABCD
2022-07-02,wasm,PolybenchC,bicg,0.011725813672895987,execution_time,VersionABCD
2022-07-03,wasm,PolybenchC,bicg,0.011731369416010053,execution_time,VersionABCD
2022-07-04,wasm,PolybenchC,bicg,0.011778322688342639,execution_time,VersionABCD
2022-07-05,wasm,PolybenchC,bicg,0.011825860068568948,execution_time,VersionABCD
2022-07-06,wasm,PolybenchC,bicg,0.011825296289666418,execution_time,VersionABCD
2022-07-07,wasm,PolybenchC,bicg,0.011824505772505996,execution_time,VersionABCD
2022-07-08,wasm,PolybenchC,bicg,0.011823913130545852,execution_time,VersionABCD
2022-07-09,wasm,PolybenchC,bicg,0.011823592611343662,execution_time,VersionABCD
2022-07-10,wasm,PolybenchC,bicg,0.01182324995542339,execution_time,VersionABCD
2022-07-11,wasm,PolybenchC,bicg,0.01182277083242165,execution_time,VersionABCD
2022-07-12,wasm,PolybenchC,bicg,0.01182217575908248,execution_time,VersionABCD
2022-07-13,wasm,PolybenchC,bicg,0.011821512392556835,execution_time,VersionABCD
2022-07-14,wasm,PolybenchC,bicg,0.0118206092655804,execution_time,VersionABCD
2022-07-15,wasm,PolybenchC,bicg,0.011820386992189229,execution_time,VersionABCD
2022-07-16,wasm,PolybenchC,bicg,0.011819628446200254,execution_time,VersionABCD
2022-07-17,wasm,PolybenchC,bicg,0.011819539390726263,execution_time,VersionABCD
2022-07-18,wasm,PolybenchC,bicg,0.011818958785212788,execution_time,VersionABCD
2022-07-19,wasm,PolybenchC,bicg,0.011818304571151437,execution_time,VersionABCD
2022-07-20,wasm,PolybenchC,bicg,0.011818287161283131,execution_time,VersionABCD
2022-07-21,wasm,PolybenchC,bicg,0.011817481234366165,execution_time,VersionABCD
2022-07-22,wasm,PolybenchC,bicg,0.01181683690096747,execution_time,VersionABCD
2022-07-23,wasm,PolybenchC,bicg,0.01181628321366555,execution_time,VersionABCD
2022-07-24,wasm,PolybenchC,bicg,0.011816106344216287,execution_time,VersionABCD
2022-07-25,wasm,PolybenchC,bicg,0.011815440853584496,execution_time,VersionABCD
2022-07-26,wasm,PolybenchC,bicg,0.011814604571086443,execution_time,VersionABCD
2022-07-27,wasm,PolybenchC,bicg,0.011814041838384302,execution_time,VersionABCD
2022-07-28,wasm,PolybenchC,bicg,0.011813472680402635,execution_time,VersionABCD
2022-07-29,wasm,PolybenchC,bicg,0.01181324709885982,execution_time,VersionABCD
2022-07-30,wasm,PolybenchC,bicg,0.011813198565234948,execution_time,VersionABCD
2022-07-31,wasm,PolybenchC,bicg,0.011812881170039384,execution_time,VersionABCD
2022-08-01,wasm,PolybenchC,bicg,0.011812714018695608,execution_time,VersionABCD
2022-08-02,wasm,PolybenchC,bicg,0.011811816249968733,execution_time,VersionABCD
2022-08-03,wasm,PolybenchC,bicg,0.011811152951662254,execution_time,VersionABCD
2022-08-04,wasm,PolybenchC,bicg,0.011810363635215567,execution_time,VersionABCD
2022-08-05,wasm,PolybenchC,bicg,0.0118100989337544,execution_time,VersionABCD
2022-08-06,wasm,PolybenchC,bicg,0.011809806823154289,execution_time,VersionABCD
2022-08-07,wasm,PolybenchC,bicg,0.011809295051840763,execution_time,VersionABCD
2022-08-08,wasm,PolybenchC,bicg,0.011808706413374916,execution_time,VersionABCD
2022-08-09,wasm,PolybenchC,bicg,0.011808512212386576,execution_time,VersionABCD
2022-08-10,wasm,PolybenchC,bicg,0.011807547185169081,execution_time,VersionABCD
2022-08-11,wasm,PolybenchC,bicg,0.011806721273413995,execution_time,VersionABCD
2022-08-12,wasm,PolybenchC,bicg,0.011806194214390033,execution_time,VersionABCD
2022-08-13,wasm,PolybenchC,bicg,0.011805280754116219,execution_time,VersionABCD
2022-08-14,wasm,PolybenchC,bicg,0.011804855795921136,execution_time,VersionABCD
2022-08-15,wasm,PolybenchC,bicg,0.011804084831065419,execution_time,VersionABCD
2022-08-16,wasm,PolybenchC,bicg,0.011804067472641552,execution_time,VersionABCD
2022-08-17,wasm,PolybenchC,bicg,0.011803644714057152,execution_time,VersionABCD
2022-08-18,wasm,PolybenchC,bicg,0.011803195473751703,execution_time,VersionABCD
2022-08-19,wasm,PolybenchC,bicg,0.011802799564110563,execution_time,VersionABCD
2022-08-20,wasm,PolybenchC,bicg,0.011802714022401467,execution_time,VersionABCD
2022-08-21,wasm,PolybenchC,bicg,0.011802592803478718,execution_time,VersionABCD
2022-08-22,wasm,PolybenchC,bicg,0.011802166534140604,execution_time,VersionABCD
2022-08-23,wasm,PolybenchC,bicg,0.011802014619472197,execution_time,VersionABCD
2022-08-24,wasm,PolybenchC,bicg,0.011801626044517946,execution_time,VersionABCD
2022-08-25,wasm,PolybenchC,bicg,0.011801618153936001,execution_time,VersionABCD
2022-08-26,wasm,PolybenchC,bicg,0.01180115039843017,execution_time,VersionABCD
2022-08-27,wasm,PolybenchC,bicg,0.01180102408778942,execution_time,VersionABCD
2022-08-28,wasm,PolybenchC,bicg,0.011800350592543822,execution_time,VersionABCD
2022-08-29,wasm,PolybenchC,bicg,0.011799955458152524,execution_time,VersionABCD
2022-08-30,wasm,PolybenchC,bicg,0.01179939717713826,execution_time,VersionABCD
2022-08-31,wasm,PolybenchC,bicg,0.01179909926680524,execution_time,VersionABCD
2022-09-01,wasm,PolybenchC,bicg,0.011798336647378106,execution_time,VersionABCD
2022-09-02,wasm,PolybenchC,bicg,0.011797551357320071,execution_time,VersionABCD
2022-09-03,wasm,PolybenchC,bicg,0.011797339366828552,execution_time,VersionABCD
2022-09-04,wasm,PolybenchC,bicg,0.011796575980644661,execution_time,VersionABCD
2022-09-05,wasm,PolybenchC,bicg,0.011796475320360903,execution_time,VersionABCD
2022-09-06,wasm,PolybenchC,bicg,0.01179554696668293,execution_time,VersionABCD
2022-09-07,wasm,PolybenchC,bicg,0.01179499373055609,execution_time,VersionABCD
2022-09-08,wasm,PolybenchC,bicg,0.011794974221972548,execution_time,VersionABCD
2022-09-09,wasm,PolybenchC,bicg,0.011794348509174967,execution_time,VersionABCD
2022-09-10,wasm,PolybenchC,bicg,0.011794296495721798,execution_time,VersionABCD
2022-09-11,wasm,PolybenchC,bicg,0.011793510878890533,execution_time,VersionABCD
2022-09-12,wasm,PolybenchC,bicg,0.011793102832032151,execution_time,VersionABCD
2022-09-13,wasm,PolybenchC,bicg,0.011793060401076383,execution_time,VersionABCD
2022-09-14,wasm,PolybenchC,bicg,0.011792217240778237,execution_time,VersionABCD
2022-09-15,wasm,PolybenchC,bicg,0.01179163233270335,execution_time,VersionABCD
2022-09-16,wasm,PolybenchC,bicg,0.01179124701346996,execution_time,VersionABCD
2022-09-17,wasm,PolybenchC,bicg,0.01179089789540191,execution_time,VersionABCD
2022-09-18,wasm,PolybenchC,bicg,0.011790288331829778,execution_time,VersionABCD
2022-09-19,wasm,PolybenchC,bicg,0.01178982222517908,execution_time,VersionABCD
2022-09-20,wasm,PolybenchC,bicg,0.011789720928799211,execution_time,VersionABCD
2022-09-21,wasm,PolybenchC,bicg,0.011789473702850994,execution_time,VersionABCD
2022-09-22,wasm,PolybenchC,bicg,0.011788853431687023,execution_time,VersionABCD
2022-09-23,wasm,PolybenchC,bicg,0.011787986245847573,execution_time,VersionABCD
2022-09-24,wasm,PolybenchC,bicg,0.011787022778168166,execution_time,VersionABCD
2022-09-25,wasm,PolybenchC,bicg,0.01178643769356618,execution_time,VersionABCD
2022-09-26,wasm,PolybenchC,bicg,0.011786282474907818,execution_time,VersionABCD
2022-09-27,wasm,PolybenchC,bicg,0.011785448742981777,execution_time,VersionABCD
2022-09-28,wasm,PolybenchC,bicg,0.011785311287939493,execution_time,VersionABCD
2022-09-29,wasm,PolybenchC,bicg,0.011784920914748396,execution_time,VersionABCD
2022-09-30,wasm,PolybenchC,bicg,0.011784916170239131,execution_time,VersionABCD
2022-10-01,wasm,PolybenchC,bicg,0.011784287091573581,execution_time,VersionABCD
2022-10-02,wasm,PolybenchC,bicg,0.011784171107477518,execution_time,VersionABCD
2022-10-03,wasm,PolybenchC,bicg,0.011783816980363876,execution_time,VersionABCD
2022-10-04,wasm,PolybenchC,bicg,0.011783129792586292,execution_time,VersionABCD
2022-10-05,wasm,PolybenchC,bicg,0.01178288177466549,execution_time,VersionABCD
2022-10-06,wasm,PolybenchC,bicg,0.011782587802885228,execution_time,VersionABCD
2022-10-07,wasm,PolybenchC,bicg,0.011781882530057153,execution_time,VersionABCD
2022-10-08,wasm,PolybenchC,bicg,0.01178106421059826,execution_time,VersionABCD
2022-10-09,wasm,PolybenchC,bicg,0.011780987785060702,execution_time,VersionABCD
2022-10-10,wasm,PolybenchC,bicg,0.011780536594893264,execution_time,VersionABCD
2022-10-11,wasm,PolybenchC,bicg,0.011779652680776112,execution_time,VersionABCD
2022-10-12,wasm,PolybenchC,bicg,0.011779291978188562,execution_time,VersionABCD
2022-10-13,wasm,PolybenchC,bicg,0.011778947346290088,execution_time,VersionABCD
2022-10-14,wasm,PolybenchC,bicg,0.01177841488547473,execution_time,VersionABCD
2022-10-15,wasm,PolybenchC,bicg,0.011778098526300428,execution_time,VersionABCD
2022-10-16,wasm,PolybenchC,bicg,0.011778021301240239,execution_time,VersionABCD
2022-10-17,wasm,PolybenchC,bicg,0.01177785500474032,execution_time,VersionABCD
2022-10-18,wasm,PolybenchC,bicg,0.011777750030833237,execution_time,VersionABCD
2022-10-19,wasm,PolybenchC,bicg,0.011777222006215022,execution_time,VersionABCD
2022-10-20,wasm,PolybenchC,bicg,0.011777128459477055,execution_time,VersionABCD
2022-10-21,wasm,PolybenchC,bicg,0.011776167971100255,execution_time,VersionABCD
2022-10-22,wasm,PolybenchC,bicg,0.011775953056593843,execution_time,VersionABCD
2022-10-23,wasm,PolybenchC,bicg,0.01177509810544939,execution_time,VersionABCD
2022-10-24,wasm,PolybenchC,bicg,0.011774732735226374,execution_time,VersionABCD
2022-10-25,wasm,PolybenchC,bicg,0.011773966708670045,execution_time,VersionABCD
2022-10-26,wasm,PolybenchC,bicg,0.011773782430767245,execution_time,VersionABCD
2022-10-27,wasm,PolybenchC,bicg,0.01177308514866262,execution_time,VersionABCD
2022-10-28,wasm,PolybenchC,bicg,0.01177276344374041,execution_time,VersionABCD
2022-10-29,wasm,PolybenchC,bicg,0.011771786051121735,execution_time,VersionABCD
2022-10-30,wasm,PolybenchC,bicg,0.011770822773253038,execution_time,VersionABCD
2022-10-31,wasm,PolybenchC,bicg,0.011770418136137925,execution_time,VersionABCD
2022-11-01,wasm,PolybenchC,bicg,0.01176945894944885,execution_time,VersionABCD
2022-11-02,wasm,PolybenchC,bicg,0.011769248088836151,execution_time,VersionABCD
2022-11-03,wasm,PolybenchC,bicg,0.011768566934159614,execution_time,VersionABCD
2022-11-04,wasm,PolybenchC,bicg,0.011768045901355412,execution_time,VersionABCD
2022-11-05,wasm,PolybenchC,bicg,0.011767244461192676,execution_time,VersionABCD
2022-11-06,wasm,PolybenchC,bicg,0.011766764007802731,execution_time,VersionABCD
2022-11-07,wasm,PolybenchC,bicg,0.011765998370826735,execution_time,VersionABCD
2022-11-08,wasm,PolybenchC,bicg,0.011765197553410158,execution_time,VersionABCD
2022-11-09,wasm,PolybenchC,bicg,0.011764420284352848,execution_time,VersionABCD
2022-11-10,wasm,PolybenchC,bicg,0.011763886493314904,execution_time,VersionABCD
2022-11-11,wasm,PolybenchC,bicg,0.011763315976515455,execution_time,VersionABCD
2022-11-12,wasm,PolybenchC,bicg,0.011762656975861657,execution_time,VersionABCD
2022-11-13,wasm,PolybenchC,bicg,0.011762389836779515,execution_time,VersionABCD
2022-11-14,wasm,PolybenchC,bicg,0.011762254698193163,execution_time,VersionABCD
2022-11-15,wasm,PolybenchC,bicg,0.011761496958793851,execution_time,VersionABCD
2022-11-16,wasm,PolybenchC,bicg,0.011760548232515678,execution_time,VersionABCD
2022-11-17,wasm,PolybenchC,bicg,0.011759744158539896,execution_time,VersionABCD
2022-11-18,wasm,PolybenchC,bicg,0.011758999710532576,execution_time,VersionABCD
2022-11-19,wasm,PolybenchC,bicg,0.01175873569298906,execution_time,VersionABCD
2022-11-20,wasm,PolybenchC,bicg,0.011758419372512407,execution_time,VersionABCD
